ID,Name,Classification per User,Provider Email,Date of Release,Consoles,Owners,Developers,Genres,Multiplayer Options,Online Features,Platforms,Modes,DLC Availability,Prices in dollars,Metacritic Scores,ESRB Content Ratings,System Requirements,Physical Releases,Awards
366,Ancient Chronicles Infinity's Reach,3,WanderlustDream@hotmail.com,1987-09-25,Sega Genesis,THQ Nordic,Square Enix,Action,Online Co-op,Online Events,Wii,Custom Mode,Season Pass,5.0,11,Everyone,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Premium Edition,Best Performance
367,Eternal Legend Horizon's Edge,8,DreamyDrifter@outlook.com,1981-03-09,Nintendo 64,Capcom,Kojima Productions,Action,LAN Multiplayer,Online Challenges,GameCube,Story Mode,Available,7.3,3,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Signature Edition,Best Sports Game
368,Twilight Saga Odyssey of the Ancients,1,WanderersWhisper@outlook.com,2003-07-10,Nintendo Switch,Take-Two Interactive,CD Projekt Red,Action,Local Multiplayer,Cross-platform Play,Game Boy Advance,Offline,Available,10.0,17,Everyone 10+,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Definitive Edition,Best Fighting Game
369,Phantom Saga Beyond the Horizon,1,BlissfulRoamer@gov.com,1996-10-22,PlayStation,THQ Nordic,Respawn Entertainment,Action,Couch Co-op,Voice Chat,Game Boy Advance,Survival,Paid DLC,6.43,41,Adults Only,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Signature Edition,Fan Favorite
370,Emerald Legends Shadows of Destiny,5,WanderersWhimsy@hotmail.com,1989-03-18,PlayStation,Electronic Arts,Bioware,Action,Online Multiplayer,Online Tournaments,Nintendo Switch,Cooperative,Paid DLC,6.07,75,Everyone,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Complete Edition,Best Multiplayer Game
371,Frozen Journey Apex of Adventure,5,WanderersWhim@gov.com,1995-08-24,PlayStation,Ubisoft,343 Industries,Action,Local Co-op,Downloadable Content (DLC),Wii U,Cooperative,Expansion Pack,6.09,50,Early Childhood,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Platinum Hits,Best Action Game
372,Eternal Legend Enigma Unleashed,10,WanderersWhim@gmail.com,2012-04-22,Sega Genesis,Square Enix,Bungie,Adventure,Online Multiplayer,Online Chat,Wii U,Cooperative,Expansion Pack,10.0,66,Adults Only,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Limited Edition,Best Adventure Game
373,Dreamy Odyssey Mythos Ascendant,5,WhimsicalWayfarer@gov.com,2004-06-28,Nintendo Switch,Sega,Kojima Productions,Action,Local Multiplayer,Season Pass,Nintendo DS,Online,Not Available,5.0,7,Everyone 10+,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Premium Edition,Fan Favorite
374,Abyssal Journey Realm of Dreams,7,BlossomTrailblazer@gmail.com,2023-01-02,Nintendo Switch,Konami,Infinity Ward,Adventure,Split Screen,Downloadable Content (DLC),Nintendo 3DS,Survival,Available,9.48,51,Adults Only,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Standard Edition,Game of the Year
375,Eternal Legend Odyssey of the Ancients,4,CelestialRoamer@hotmail.com,2013-07-15,Sega Genesis,Ubisoft,Insomniac Games,Adventure,Local Co-op,Season Pass,Nintendo Switch,Offline,Free DLC,10.0,21,Everyone 10+,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Steelbook Edition,Best Strategy Game
376,Ancient Chronicles Infinity's Echo,9,SerenitySeeker@gov.com,2018-12-17,Nintendo 64,Sony Interactive Entertainment,Rockstar North,Adventure,Competitive LAN,Online Leaderboards,Nintendo Switch,Single Player,Available,5.27,16,Everyone 10+,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Standard Edition,Best Adventure Game
377,Emerald Legends Origins Revealed,4,WandererInWonderland@yahoo.com,1991-07-30,Nintendo 64,Take-Two Interactive,Kojima Productions,Adventure,Couch Multiplayer,In-game Purchases,Game Boy Advance,Multiplayer,Free DLC,10.0,85,Mature,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Day One Edition,Fan Favorite
378,Dragon Saga Beyond the Horizon,7,EtherealExplorer@outlook.com,2024-03-15,GameCube,Rockstar Games,Infinity Ward,Adventure,Couch Co-op,Live Events,Nintendo Switch,Free Play,Free DLC,5.0,82,Adults Only,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Day One Edition,Best Racing Game
379,Lunar Chronicles Chronicles of Discovery,7,WhimsicalWanderer@gmail.com,1994-02-24,Sega Genesis,Sony Interactive Entertainment,Gearbox Software,Action,Split Screen,Online Leaderboards,Nintendo 64,Custom Mode,Season Pass,9.52,86,Mature,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Ultimate Edition,Best Multiplayer Game
380,Ancient Chronicles Phoenix Reborn,7,EtherealEcho@gmail.com,1995-04-01,Nintendo 64,Sony Interactive Entertainment,Nintendo EAD,Adventure,LAN Co-op,Cloud Saves,Nintendo Switch,Free Play,Paid DLC,10.0,52,Teen,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Signature Edition,Best RPG
381,Shadow Adventure Odyssey's End,1,DreamyDrifter@yahoo.com,1998-06-26,Sega Genesis,Nintendo,Bioware,Adventure,LAN Co-op,Server Browser,Nintendo DS,Story Mode,Planned,6.98,16,Everyone,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Collector's Edition,Best Multiplayer Game
382,Forgotten Legends Elysium's Embrace,6,StarryVagabond@gov.com,2010-05-07,Sega Genesis,Activision,343 Industries,Action,Split Screen,In-game Purchases,Wii,Online,Planned,5.24,6,Mature,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Definitive Edition,Game of the Year
383,Abyssal Journey Odyssey of the Ancients,6,SecretGardenAdventurer@yahoo.com,1988-06-13,PlayStation,Microsoft Studios,Valve,Adventure,Competitive Online,Streaming Integration,Wii,Online,Expansion Pack,5.0,8,Teen,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Limited Edition,Best Racing Game
384,Infinite Legends Dreamscape Chronicles,6,WandererWithin@gov.com,1997-09-27,Nintendo Switch,Take-Two Interactive,Blizzard Entertainment,Action,Local Co-op,Online Chat,Nintendo 64,Time Trial,Season Pass,7.21,91,Adults Only,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Signature Edition,Best Strategy Game
385,Lunar Chronicles Horizon's Edge,2,MoonlitWanderer@hotmail.com,1986-09-15,GameCube,Sega,Valve,Adventure,Local Multiplayer,Online Tournaments,Nintendo 3DS,Campaign,Free DLC,6.08,26,Adults Only,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Collector's Edition,Fan Favorite
386,Shadow Adventure Heroes Reborn,4,EnchantedEclipse@yahoo.com,2011-03-01,Nintendo Switch,Activision,Nintendo EAD,Adventure,Couch Co-op,Matchmaking,Nintendo Switch,Survival,Season Pass,10.0,56,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Platinum Hits,Best Performance
387,Ancient Chronicles Nexus Unveiled,10,EnchantedExplorer@hotmail.com,2014-07-18,PlayStation,Take-Two Interactive,Respawn Entertainment,Action,Couch Multiplayer,Streaming Integration,Nintendo 64,Survival,Not Available,5.67,18,Early Childhood,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Complete Edition,Best Game Design
388,Cosmic Journey Heroes Reborn,5,EchoingExplorer@gov.com,1988-05-20,Nintendo 64,THQ Nordic,Epic Games,Action,Competitive LAN,Voice Chat,Nintendo 3DS,Custom Mode,Season Pass,5.87,38,Teen,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Standard Edition,Best Narrative
389,Dreamy Odyssey Odyssey's End,4,WanderersWhim@yahoo.com,2002-08-11,Sega Genesis,Square Enix,Nintendo EAD,Adventure,Competitive Online,Live Events,Nintendo 64,Online,Paid DLC,5.0,61,Mature,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Ultimate Edition,Best Adventure Game
390,Mythic Adventure Legacy of Light,4,MoonlitWanderer@outlook.com,1984-12-24,Sega Genesis,Epic Games,Kojima Productions,Action,Split Screen,Online Tournaments,Game Boy Advance,Campaign,Free DLC,10.0,30,Early Childhood,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Special Edition,Best RPG
391,Abyssal Journey Dreamscape Chronicles,7,EchoExplorer@outlook.com,1997-01-27,Nintendo 64,Ubisoft,Bungie,Adventure,LAN Multiplayer,User-generated Content,Wii U,Custom Mode,Available,5.0,45,Teen,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Gold Edition,Best Performance
392,Lunar Chronicles Realm of Dreams,2,SereneNomad@gmail.com,1984-03-09,Sega Genesis,Bethesda Softworks,Rockstar North,Action,Cross-platform Multiplayer,Online Chat,Nintendo 64,Cooperative,Expansion Pack,10.0,18,Everyone 10+,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Platinum Hits,Fan Favorite
393,Starlight Odyssey Epoch of Legends,1,CosmicAdventurer@hotmail.com,2015-08-27,PlayStation,Square Enix,CD Projekt Red,Action,Cross-platform Multiplayer,User-generated Content,Wii,Challenge Mode,Expansion Pack,10.0,18,Everyone,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Standard Edition,Best Racing Game
394,Emerald Legends Epoch of Legends,6,EtherealExplorer@gmail.com,1984-12-13,Nintendo Switch,Activision,Ubisoft Montreal,Action,Competitive Local,Cross-platform Play,GameCube,Single Player,Season Pass,6.04,32,Adults Only,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Anniversary Edition,Best Racing Game
395,Abyssal Journey Twilight's Embrace,5,SecretGardenAdventurer@outlook.com,2018-03-05,PlayStation,CD Projekt,CD Projekt Red,Adventure,LAN Co-op,Season Pass,Nintendo 3DS,Offline,Expansion Pack,5.0,83,Adults Only,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Special Edition,Best Visuals
396,Mystic Quest Shadows of Destiny,6,EnchantedEclipse@gov.com,2004-08-10,GameCube,THQ Nordic,343 Industries,Action,Local Co-op,Voice Chat,Nintendo 3DS,Multiplayer,Free DLC,5.0,29,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Collector's Edition,Best Game Design
397,Infernal Adventure Legends Unbound,10,SereneSafari@hotmail.com,2021-08-31,PlayStation,Warner Bros. Interactive Entertainment,Square Enix,Action,Couch Multiplayer,User-generated Content,Wii,Practice Mode,Free DLC,8.64,10,Adults Only,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Anniversary Edition,Best Adventure Game
398,Starlight Odyssey Legacy of Light,4,EnchantedEclipse@gmail.com,1981-01-24,PlayStation,Bethesda Softworks,Epic Games,Adventure,Competitive Online,Streaming Integration,Nintendo Switch,Cooperative,Season Pass,5.0,51,Early Childhood,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Steelbook Edition,Fan Favorite
399,Elemental Saga Epoch of Legends,2,WanderersWhisper@outlook.com,2001-12-14,Sega Genesis,THQ Nordic,CD Projekt Red,Adventure,Competitive Online,Server Browser,Game Boy Advance,Time Trial,Free DLC,5.0,20,Teen,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Signature Edition,Best Multiplayer Game
400,Dragon Saga Apex of Adventure,4,WildflowerChild@gmail.com,2012-01-23,PlayStation,Konami,Ubisoft Montreal,Adventure,Online Co-op,Cloud Saves,GameCube,Multiplayer,Season Pass,6.97,0,Adults Only,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Gold Edition,Best Action Game
401,Solar Odyssey Elysium's Embrace,7,WanderlustWanderer@outlook.com,1998-06-19,Nintendo 64,Tencent Games,CD Projekt Red,Adventure,Local Co-op,User-generated Content,GameCube,Free Play,Expansion Pack,5.0,95,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Complete Edition,Fan Favorite
402,Mystic Quest Enigma Unleashed,9,NatureNurturer@outlook.com,2018-04-29,Nintendo Switch,Konami,Insomniac Games,Adventure,Split Screen,Downloadable Content (DLC),Wii U,Custom Mode,Expansion Pack,7.22,52,Everyone,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Gold Edition,Best Sports Game
403,Emerald Legends Chronicles of Discovery,4,DreamCatcherJourney@outlook.com,2009-09-22,Sega Genesis,Bandai Namco Entertainment,Blizzard Entertainment,Adventure,Split Screen,In-game Purchases,Wii,Free Play,Planned,10.0,77,Adults Only,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Enhanced Edition,Best Performance
404,Forgotten Legends Origins Revealed,4,TranquilWanderlust@gov.com,1998-09-02,GameCube,Konami,Nintendo EAD,Action,Competitive LAN,Cross-platform Play,Nintendo DS,Multiplayer,Not Available,6.29,96,Early Childhood,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Limited Edition,Best Game Design
405,Abyssal Journey Infinity's Echo,3,ZenTrailblazer@outlook.com,1998-07-01,PlayStation,Valve,CD Projekt Red,Action,Competitive LAN,Online Leaderboards,Nintendo DS,Time Trial,Season Pass,5.91,23,Everyone,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Special Edition,Best Soundtrack
406,Ancient Chronicles Mythos Ascendant,5,WhimsicalWayfarer@gmail.com,2016-02-09,Nintendo Switch,Rockstar Games,Bioware,Adventure,Split Screen,User-generated Content,Nintendo 3DS,Custom Mode,Free DLC,5.28,36,Early Childhood,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Platinum Hits,Best Innovation
407,Infinite Legends Celestial Rhapsody,6,NomadicNebula@outlook.com,1980-04-04,Nintendo Switch,Activision,Gearbox Software,Adventure,LAN Multiplayer,Social Media Integration,GameCube,Survival,Available,5.41,59,Adults Only,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Platinum Hits,Best Visuals
408,Celestial Adventure Heroes Reborn,4,CelestialRoamer@hotmail.com,1991-02-14,GameCube,Ubisoft,Gearbox Software,Action,LAN Multiplayer,In-game Purchases,Nintendo DS,Survival,Free DLC,5.0,38,Mature,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Definitive Edition,Best Game Design
409,Frozen Journey Realm of Dreams,1,WanderersWhisper@yahoo.com,1994-11-11,PlayStation,Square Enix,Insomniac Games,Action,Couch Multiplayer,Online Chat,Nintendo 3DS,Offline,Free DLC,5.0,67,Teen,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Special Edition,Best Innovation
410,Infinite Legends Mythos Ascendant,9,WanderersWhisper@outlook.com,2019-11-20,Nintendo 64,Capcom,Respawn Entertainment,Action,LAN Co-op,Social Media Integration,Nintendo Switch,Survival,Paid DLC,8.73,60,Mature,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Enhanced Edition,Best Indie Game
411,Phantom Saga Shadows of Destiny,6,StarryVagabond@gmail.com,1999-01-01,Sega Genesis,Microsoft Studios,Ubisoft Montreal,Adventure,LAN Multiplayer,Online Leaderboards,Game Boy Advance,Practice Mode,Expansion Pack,10.0,94,Adults Only,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Collector's Edition,Best Soundtrack
412,Twilight Saga Realm of Dreams,6,EnchantedExplorer@gmail.com,2009-05-16,PlayStation,Warner Bros. Interactive Entertainment,Bungie,Adventure,Online Multiplayer,Online Leaderboards,Nintendo 3DS,Multiplayer,Planned,5.93,92,Teen,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Anniversary Edition,Best Strategy Game
413,Elemental Saga Odyssey's End,6,OceanWhisperer@gov.com,1984-01-26,Nintendo Switch,THQ Nordic,Bungie,Adventure,Competitive Local,Voice Chat,Nintendo 64,Story Mode,Planned,7.9,93,Everyone,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Game of the Year Edition,Game of the Year
414,Mythic Adventure Elysium's Embrace,9,MoonlitWanderer@outlook.com,1980-01-13,Nintendo Switch,Warner Bros. Interactive Entertainment,Bethesda Game Studios,Action,Competitive Local,Online Tournaments,Nintendo Switch,Online,Season Pass,7.85,18,Mature,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Special Edition,Best Innovation
415,Dreamy Odyssey Shadows of Destiny,7,VelvetVoyager@hotmail.com,2004-12-13,GameCube,Nintendo,Infinity Ward,Adventure,Competitive LAN,Cloud Saves,Wii,Free Play,Planned,5.41,73,Everyone 10+,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Steelbook Edition,Best Direction
416,Cyber Quest Nexus Unveiled,2,TranquilTrekker@gov.com,1983-04-29,GameCube,THQ Nordic,Insomniac Games,Action,Local Co-op,Server Browser,GameCube,Time Trial,Free DLC,8.4,22,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Platinum Hits,Best Action Game
417,Phantom Saga Twilight's Embrace,7,TranquilTrekker@yahoo.com,2017-06-30,GameCube,Valve,Gearbox Software,Adventure,Local Multiplayer,Live Events,Game Boy Advance,Cooperative,Season Pass,9.7,78,Teen,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Day One Edition,Best Action Game
418,Galactic Odyssey Realm of Dreams,5,SoulfulSojourner@outlook.com,1988-12-25,Nintendo 64,Tencent Games,Respawn Entertainment,Action,Split Screen,Season Pass,Nintendo DS,Campaign,Free DLC,10.0,40,Early Childhood,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Premium Edition,Best Performance
419,Celestial Adventure Legends Unbound,6,TwilightTraveler@outlook.com,1987-04-10,PlayStation,Rockstar Games,CD Projekt Red,Action,Online Multiplayer,Online Challenges,Nintendo DS,Cooperative,Planned,10.0,86,Adults Only,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Steelbook Edition,Best Narrative
420,Enchanted Quest Beyond the Horizon,5,SerenitySeeker@hotmail.com,2010-08-10,Sega Genesis,Bethesda Softworks,Respawn Entertainment,Adventure,Cross-platform Multiplayer,Voice Chat,Nintendo Switch,Time Trial,Expansion Pack,10.0,31,Adults Only,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Collector's Edition,Best Strategy Game
421,Ancient Chronicles Twilight's Embrace,6,WhimsicalWanderer@outlook.com,1984-04-08,Sega Genesis,Electronic Arts,Naughty Dog,Action,Couch Multiplayer,In-game Purchases,Nintendo 3DS,Campaign,Planned,7.18,15,Early Childhood,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Gold Edition,Best Soundtrack
422,Dragon Saga Celestial Rhapsody,1,DreamingDrifter@outlook.com,2023-08-24,Sega Genesis,Valve,Rockstar North,Action,LAN Co-op,Downloadable Content (DLC),Nintendo 3DS,Campaign,Available,6.92,15,Mature,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Standard Edition,Best Visuals
423,Dreamy Odyssey Apex of Adventure,7,EnchantedExplorer@yahoo.com,1981-08-19,Sega Genesis,Epic Games,Guerrilla Games,Adventure,Competitive LAN,User-generated Content,GameCube,Time Trial,Paid DLC,10.0,34,Mature,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Complete Edition,Best Game Design
424,Cyber Quest Dreamscape Chronicles,10,CelestialVagabond@hotmail.com,2010-07-15,GameCube,THQ Nordic,Insomniac Games,Action,Online Multiplayer,Season Pass,Nintendo 3DS,Story Mode,Available,5.0,58,Mature,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Anniversary Edition,Best Visuals
425,Cyber Quest Shadows of Destiny,6,WanderersWhim@yahoo.com,2013-10-15,Nintendo Switch,Warner Bros. Interactive Entertainment,Respawn Entertainment,Action,Competitive Online,Server Browser,Wii U,Single Player,Season Pass,10.0,57,Adults Only,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Standard Edition,Best Performance
426,Twilight Saga Beyond the Horizon,4,SecretGardenAdventurer@hotmail.com,1984-05-17,Nintendo 64,Ubisoft,Respawn Entertainment,Action,Couch Multiplayer,Live Events,Wii U,Offline,Free DLC,5.24,57,Everyone,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Ultimate Edition,Fan Favorite
427,Galactic Odyssey Odyssey of the Ancients,9,MountainSeeker@hotmail.com,2000-10-04,Sega Genesis,Bethesda Softworks,Epic Games,Action,Online Multiplayer,Online Tournaments,Nintendo DS,Competitive,Expansion Pack,8.86,40,Everyone,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Steelbook Edition,Best Action Game
428,Dreamy Odyssey Enigma Unleashed,10,WanderersWhisper@yahoo.com,2000-09-08,Nintendo Switch,Sega,Valve,Action,Online Multiplayer,Cloud Saves,Wii,Challenge Mode,Paid DLC,5.0,75,Teen,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Anniversary Edition,Best Soundtrack
429,Infernal Adventure Phoenix Reborn,7,WanderersWhim@gmail.com,1994-09-08,PlayStation,Ubisoft,Naughty Dog,Adventure,Couch Multiplayer,Season Pass,Nintendo 64,Single Player,Season Pass,8.61,51,Teen,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Ultimate Edition,Best Soundtrack
430,Solar Odyssey Beyond the Horizon,1,WanderlustWanderer@outlook.com,2003-10-21,Nintendo Switch,Epic Games,Bethesda Game Studios,Adventure,LAN Co-op,Online Tournaments,Wii U,Free Play,Available,5.77,95,Mature,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Ultimate Edition,Best Narrative
431,Cosmic Journey Echoes of Eternity,10,TranquilTrekker@yahoo.com,1990-07-05,Nintendo Switch,Take-Two Interactive,Bungie,Action,Competitive Online,Server Browser,GameCube,Tutorial,Available,5.87,41,Mature,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Collector's Edition,Best Racing Game
432,Infernal Adventure Echoes of Eternity,5,WhimsicalWayfarer@gmail.com,1998-12-19,Nintendo Switch,Epic Games,Blizzard Entertainment,Action,Local Co-op,Live Events,Game Boy Advance,Tutorial,Planned,10.0,88,Everyone 10+,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Special Edition,Best Innovation
433,Twilight Saga Odyssey's End,5,WandererInWonderland@gov.com,1982-10-01,PlayStation,Sony Interactive Entertainment,Capcom,Action,Local Co-op,Server Browser,Game Boy Advance,Time Trial,Free DLC,8.06,41,Adults Only,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Definitive Edition,Best Sports Game
434,Dreamy Odyssey Epoch of Legends,7,NatureNurturer@yahoo.com,2000-05-18,GameCube,Epic Games,Epic Games,Action,Online Multiplayer,Matchmaking,GameCube,Cooperative,Free DLC,10.0,62,Teen,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Enhanced Edition,Best Visuals
435,Neon Quest Horizon's Edge,3,EtherealExplorer@hotmail.com,1990-05-12,PlayStation,Microsoft Studios,Insomniac Games,Adventure,Couch Co-op,Online Leaderboards,Nintendo Switch,Competitive,Expansion Pack,10.0,34,Teen,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Platinum Hits,Best Multiplayer Game
436,Mystic Quest Chronicles of Discovery,6,CelestialRoamer@gov.com,1984-02-23,GameCube,Ubisoft,Gearbox Software,Action,Couch Co-op,Matchmaking,Game Boy Advance,Offline,Available,6.33,25,Teen,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Limited Edition,Best Narrative
437,Mystic Quest Mythos Ascendant,10,EchoingExplorer@gov.com,2010-05-10,PlayStation,Square Enix,Guerrilla Games,Action,Online Multiplayer,Cross-platform Play,Wii,Practice Mode,Paid DLC,9.34,90,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Game of the Year Edition,Best Strategy Game
438,Dreamy Odyssey Elysium's Embrace,9,SereneSafari@hotmail.com,1987-07-15,Nintendo Switch,Activision,Bioware,Action,Couch Multiplayer,Social Media Integration,Nintendo 64,Survival,Paid DLC,8.0,3,Everyone 10+,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Steelbook Edition,Best Multiplayer Game
